DATE,3MINDIA,ABB,POWERINDIA,ACC,AIAENG,APLAPOLLO,AUBANK,AARTIDRUGS,AARTIIND,AAVAS,ABBOTINDIA,ADANIENT,ADANIGREEN,ADANIPORTS,ATGL,ADANITRANS,ABCAPITAL,ABFRL,ADVENZYMES,AEGISCHEM,AFFLE,AJANTPHARM,AKZOINDIA,ALEMBICLTD,APLLTD,ALKEM,ALKYLAMINE,ALOKINDS,AMARAJABAT,AMBER,AMBUJACEM,ANGELBRKG,APOLLOHOSP,APOLLOTYRE,ASAHIINDIA,ASHOKLEY,ASHOKA,ASIANPAINT,ASTERDM,ASTRAZEN,ASTRAL,ATUL,AUROPHARMA,AVANTIFEED,DMART,AXISBANK,BASF,BEML,BSE,BAJAJ-AUTO,BAJAJCON,BAJAJELEC,BAJFINANCE,BAJAJFINSV,BAJAJHLDNG,BALAMINES,BALKRISIND,BALMLAWRIE,BALRAMCHIN,BANDHANBNK,BANKBARODA,BANKINDIA,MAHABANK,BATAINDIA,BAYERCROP,BERGEPAINT,BDL,BEL,BHARATFORG,BHEL,BPCL,BHARATRAS,BHARTIARTL,BIOCON,BIRLACORPN,BSOFT,BLISSGVS,BLUEDART,BLUESTARCO,BBTC,BOSCHLTD,BRIGADE,BRITANNIA,CCL,CESC,CRISIL,CSBBANK,CADILAHC,CANFINHOME,CANBK,CAPLIPOINT,CGCL,CARBORUNIV,CASTROLIND,CEATLTD,CENTRALBK,CDSL,CENTURYPLY,CENTURYTEX,CERA,CHALET,CHAMBLFERT,CHOLAHLDNG,CHOLAFIN,CIPLA,CUB,COALINDIA,COCHINSHIP,COFORGE,COLPAL,CAMS,CONCOR,COROMANDEL,CREDITACC,CROMPTON,CUMMINSIND,CYIENT,DCBBANK,DCMSHRIRAM,DLF,DABUR,DALBHARAT,DEEPAKNTR,DELTACORP,DHANI,DHANUKA,DBL,DISHTV,DCAL,DIVISLAB,DIXON,LALPATHLAB,DRREDDY,EIDPARRY,EIHOTEL,EPL,EDELWEISS,EICHERMOT,ELGIEQUIP,EMAMILTD,ENDURANCE,ENGINERSIN,EQUITAS,ERIS,ESCORTS,EXIDEIND,FDC,FEDERALBNK,FINEORG,FINCABLES,FINPIPE,FSL,FORTIS,FCONSUMER,FRETAIL,GAIL,GEPIL,GHCL,GMMPFAUDLR,GMRINFRA,GALAXYSURF,GRSE,GARFIBRES,GICRE,GILLETTE,GLAXO,GLENMARK,GODFRYPHLP,GODREJAGRO,GODREJCP,GODREJIND,GODREJPROP,GRANULES,GRAPHITE,GRASIM,GESHIP,GREAVESCOT,GRINDWELL,GUJALKALI,GAEL,FLUOROCHEM,GUJGASLTD,GNFC,GPPL,GSFC,GSPL,GULFOILLUB,HEG,HCLTECH,HDFCAMC,HDFCBANK,HDFCLIFE,HFCL,HAPPSTMNDS,HATSUN,HAVELLS,HEIDELBERG,HEMIPROP,HEROMOTOCO,HSCL,HINDALCO,HAL,HINDCOPPER,HINDPETRO,HINDUNILVR,HINDZINC,HONAUT,HUDCO,HDFC,HUHTAMAKI,ICICIBANK,ICICIGI,ICICIPRULI,ISEC,IDBI,IDFCFIRSTB,IDFC,IFBIND,IIFL,IIFLWAM,IOLCP,IRB,IRCON,ITC,ITI,INDIACEM,IBULHSGFIN,IBREALEST,INDIAMART,INDIANB,IEX,INDHOTEL,IOC,IOB,IRCTC,ICIL,INDOCO,IGL,INDUSTOWER,INDUSINDBK,NAUKRI,INFY,INGERRAND,INOXLEISUR,INTELLECT,INDIGO,IPCALAB,JBCHEPHARM,JKCEMENT,JKLAKSHMI,JKPAPER,JKTYRE,JMFINANCIL,JSWENERGY,JSWSTEEL,JTEKTINDIA,JAMNAAUTO,JINDALSAW,JSLHISAR,JSL,JINDALSTEL,JCHAC,JUBLFOOD,JUSTDIAL,JYOTHYLAB,KPRMILL,KEI,KNRCON,KPITTECH,KRBL,KSB,KAJARIACER,KALPATPOWR,KANSAINER,KARURVYSYA,KSCL,KEC,KOTAKBANK,L&TFH,LTTS,LICHSGFIN,LAOPALA,LAXMIMACH,LTI,LT,LAURUSLABS,LEMONTREE,LINDEINDIA,LUPIN,LUXIND,MASFIN,MMTC,MOIL,MRF,MGL,MAHSCOOTER,MAHSEAMLES,M&MFIN,M&M,MAHINDCIE,MHRIL,MAHLOG,MANAPPURAM,MRPL,MARICO,MARUTI,MFSL,MAXHEALTH,MAZDOCK,METROPOLIS,MINDTREE,MINDACORP,MINDAIND,MIDHANI,MOTHERSUMI,MOTILALOFS,MPHASIS,MCX,MUTHOOTFIN,NATCOPHARM,NBCC,NCC,NESCO,NHPC,NLCINDIA,NMDC,NOCIL,NTPC,NH,NATIONALUM,NFL,NAVINFLUOR,NESTLEIND,NETWORK18,NILKAMAL,NAM-INDIA,OBEROIRLTY,ONGC,OIL,OFSS,ORIENTELEC,ORIENTREF,PIIND,PNBHOUSING,PNCINFRA,PVR,PAGEIND,PERSISTENT,PETRONET,PFIZER,PHILIPCARB,PHOENIXLTD,PIDILITIND,PEL,POLYMED,POLYCAB,POLYPLEX,PFC,POWERGRID,PRESTIGE,PRINCEPIPE,PRSMJOHNSN,PGHL,PGHH,PNB,QUESS,RBLBANK,RECLTD,RITES,RADICO,RVNL,RAIN,RAJESHEXPO,RALLIS,RCF,RATNAMANI,RAYMOND,REDINGTON,RELAXO,RELIANCE,RESPONIND,ROSSARI,ROUTE,SBICARD,SBILIFE,SIS,SJVN,SKFINDIA,SRF,SANOFI,SCHAEFFLER,SCHNEIDER,SEQUENT,SHARDACROP,SFL,SHILPAMED,SCI,SHOPERSTOP,SHREECEM,SHRIRAMCIT,SRTRANSFIN,SIEMENS,SOBHA,SOLARINDS,SOLARA,SONATSOFTW,SPANDANA,SPICEJET,STARCEMENT,SBIN,SAIL,SWSOLAR,STLTECH,STAR,SUDARSCHEM,SUMICHEM,SPARC,SUNPHARMA,SUNTV,SUNCLAYLTD,SUNDARMFIN,SUNDRMFAST,SUNTECK,SUPRAJIT,SUPREMEIND,SUPPETRO,SUVENPHAR,SUZLON,SWANENERGY,SYMPHONY,SYNGENE,TCIEXP,TCNSBRANDS,TTKPRESTIG,TV18BRDCST,TVSMOTOR,TANLA,TASTYBITE,TATACHEM,TATACOFFEE,TATACOMM,TCS,TATACONSUM,TATAELXSI,TATAINVEST,TATAMTRDVR,TATAMOTORS,TATAPOWER,TATASTLBSL,TATASTEEL,TEAMLEASE,TECHM,NIACL,RAMCOCEM,THERMAX,THYROCARE,TIMKEN,TITAN,TORNTPHARM,TORNTPOWER,TRENT,TRIDENT,TRITURBINE,TIINDIA,UCOBANK,UFLEX,UPL,UTIAMC,UJJIVAN,UJJIVANSFB,ULTRACEMCO,UNIONBANK,UBL,MCDOWELL-N,VGUARD,VMART,VIPIND,VSTIND,VAIBHAVGBL,VAKRANGEE,VALIANTORG,VTL,VARROC,VBL,VEDL,VENKEYS,VINATIORGA,IDEA,VOLTAS,WABCOINDIA,WELCORP,WELSPUNIND,WESTLIFE,WHIRLPOOL,WIPRO,WOCKPHARMA,YESBANK,ZEEL,ZENSARTECH,ZYDUSWELL,ECLERX
2020-11-12,20725.85,967.7,939.15,1674.9,1738.95,3231.2,826.95,659.4,1083.8,1472.35,15303.7,365.55,942.35,368.05,240.55,325.45,74.0,155.55,322.5,219.05,2864.25,1529.85,1983.55,88.75,965.35,2655.65,3371.1,24.55,834.95,2243.2,262.85,338.05,2110.45,164.25,233.45,90.1,69.25,2171.8,155.55,4317.35,1286.95,6346.05,839.0,500.3,2400.3,599.7,1500.95,622.2,496.15,3017.45,178.85,549.35,4298.3,7026.2,2678.1,956.8,1570.85,100.5,149.1,337.75,45.65,40.55,11.2,1339.7,5101.05,651.55,315.2,94.25,496.75,28.1,394.65,9019.4,479.85,422.7,741.4,177.0,163.75,4045.85,667.7,1263.15,11895.2,194.0,3515.3,244.0,577.7,1951.45,255.05,426.05,479.6,91.9,481.75,247.35,299.9,113.25,1107.85,11.65,479.35,184.55,312.35,2702.45,143.55,171.55,428.3,316.5,739.7,178.05,122.1,334.8,2335.25,1521.4,1305.35,399.65,727.05,678.25,298.55,478.55,428.25,89.8,326.05,182.65,517.9,913.4,819.45,128.65,199.5,704.35,353.1,10.5,134.9,3367.05,10107.2,2162.45,4826.85,287.6,81.35,251.95,54.15,2350.75,118.55,383.75,1048.25,70.75,49.5,503.2,1401.85,170.15,335.45,56.3,2516.95,275.0,598.65,74.35,135.0,7.0,68.0,93.05,237.7,159.7,3393.3,24.4,1833.85,187.55,2042.35,124.75,5541.7,1430.25,483.35,879.35,498.85,687.15,380.35,993.1,379.65,184.1,826.95,235.3,71.85,542.1,311.2,111.95,494.75,310.65,191.65,90.15,62.9,188.8,684.9,719.05,824.7,2435.85,1371.7,630.4,16.85,318.5,826.2,811.5,191.4,63.0,3085.8,45.95,208.6,755.6,35.1,213.6,2192.1,228.8,28867.0,32.85,2332.1,285.5,476.7,1259.35,429.45,445.9,37.1,32.95,31.05,783.4,92.05,944.0,682.3,115.35,80.55,188.0,126.25,125.25,171.05,55.1,4958.65,61.95,208.7,111.95,85.3,9.35,1381.45,145.15,255.55,438.3,179.2,769.2,3676.8,1117.75,586.0,269.15,256.0,1631.05,2091.75,953.6,1850.95,316.9,90.9,79.15,75.9,61.15,338.0,76.95,48.15,64.0,109.8,59.2,218.1,2174.2,2339.2,612.25,135.75,806.8,342.7,256.95,98.05,255.75,504.25,578.5,249.45,509.0,36.15,491.9,342.75,1754.75,69.5,1666.2,317.15,207.2,4231.7,2983.3,1073.2,289.1,30.6,843.6,895.5,1503.5,842.2,16.6,124.3,69386.9,878.8,3261.5,238.7,145.55,632.7,142.25,182.75,384.7,160.45,27.75,374.3,6836.85,608.3,118.15,176.05,1871.05,1342.1,71.45,366.05,188.3,133.1,550.2,1343.5,1660.45,1169.25,906.6,24.5,38.05,508.65,20.85,51.05,91.05,142.8,90.8,356.95,34.05,33.45,2473.75,16718.6,34.15,1350.15,285.6,434.7,71.55,91.9,3088.75,215.1,201.4,2295.75,382.6,159.8,1283.6,22194.75,1157.05,243.6,5144.15,151.45,603.05,1571.5,1403.55,484.9,916.05,749.9,101.1,189.5,260.95,240.15,78.15,5681.85,10786.5,29.1,408.95,202.5,118.6,248.85,458.75,18.7,101.2,457.55,246.25,45.75,1339.65,281.25,125.05,692.25,1980.0,157.85,774.65,923.95,781.15,837.75,359.95,22.15,1497.4,5084.65,8029.3,3850.35,72.6,150.45,264.15,1334.15,434.8,51.95,182.2,23441.6,899.75,861.15,1405.35,287.0,999.95,1067.9,339.75,626.35,55.0,84.2,226.8,39.55,226.45,146.5,665.0,446.3,271.45,166.7,509.25,442.05,1599.0,1553.55,478.9,265.9,195.85,1392.1,279.1,330.7,,133.4,824.9,545.75,805.65,403.55,5670.65,28.15,481.8,358.5,10579.05,325.25,102.55,989.7,2671.05,508.75,1487.9,878.75,61.75,151.2,55.6,28.65,473.15,2358.6,843.25,104.8,852.2,775.35,1048.5,1129.15,1278.1,2618.8,307.9,725.95,7.35,71.65,731.55,11.8,330.85,429.6,494.0,242.9,32.3,4846.1,24.75,1023.5,558.1,167.85,1963.75,295.05,3452.15,2043.05,26.65,3622.75,855.25,300.65,716.45,103.45,1588.95,1099.55,8.5,755.15,4795.8,102.0,65.55,368.7,2088.75,345.55,292.55,14.35,198.45,192.95,1781.65,708.65
2020-11-13,20681.4,1000.25,972.3,1676.35,1729.95,3308.95,844.2,692.35,1100.45,1470.1,15367.0,368.6,989.35,365.5,243.1,331.8,76.9,158.1,330.95,218.05,2960.9,1548.5,1978.6,92.35,978.35,2683.35,3368.9,25.75,817.65,2310.55,257.7,352.2,2265.8,164.0,239.7,90.55,69.0,2179.95,161.65,4331.5,1279.25,6361.0,858.1,487.85,2383.05,610.35,1506.55,609.85,507.1,3040.75,179.45,541.1,4376.05,7261.1,2691.25,955.1,1589.25,100.6,149.3,344.25,46.55,40.45,11.2,1354.2,5092.6,649.0,306.45,96.7,481.1,27.95,394.0,8695.3,475.75,433.45,750.35,181.35,163.05,4086.0,678.7,1256.65,11738.3,204.7,3514.45,241.9,581.35,1964.1,252.8,425.6,473.5,91.5,485.5,248.35,294.15,115.05,1107.2,11.4,495.9,185.45,313.85,2970.15,141.75,181.4,428.15,309.75,744.65,186.75,125.9,335.5,2304.3,1510.8,1300.9,399.85,749.75,671.5,297.4,478.35,424.5,91.45,337.1,184.65,515.4,949.45,824.85,135.4,207.7,700.15,352.65,10.5,132.2,3432.95,10598.8,2174.6,4856.9,284.25,81.6,252.75,54.35,2514.6,118.35,379.8,1029.95,70.7,49.8,503.55,1395.95,168.75,334.05,56.65,2579.2,272.9,610.95,74.15,141.9,7.0,68.0,92.8,249.55,167.95,3393.25,24.55,1826.95,192.25,2031.7,126.65,5599.1,1428.35,486.55,853.45,492.85,681.9,382.4,990.3,376.65,180.5,841.35,240.8,72.7,545.35,311.75,112.45,528.2,305.75,192.3,88.85,63.75,189.3,697.15,705.0,828.1,2404.15,1358.8,627.5,16.9,321.1,827.7,828.4,193.15,62.9,3128.9,46.6,210.55,760.85,34.45,214.65,2185.35,227.95,29279.7,32.15,2306.75,283.7,485.55,1297.3,432.65,445.75,36.95,33.05,31.3,793.05,91.7,971.05,671.6,109.1,81.55,187.1,123.35,125.6,182.2,60.2,4994.7,62.6,206.95,111.2,84.75,9.4,1389.25,152.4,255.05,436.45,180.7,768.55,3859.95,1124.2,582.05,267.15,252.3,1616.4,2079.55,954.5,1874.7,328.65,90.9,77.6,76.2,63.6,343.2,74.3,48.1,64.55,118.1,61.95,215.1,2168.85,2482.0,625.3,134.75,813.05,348.0,254.75,102.35,255.25,509.45,605.0,256.1,505.1,37.65,505.8,338.05,1763.3,70.15,1709.9,314.2,216.8,4274.85,3022.05,1051.5,284.0,30.5,857.2,901.35,1517.75,926.55,17.15,124.2,71826.2,859.95,3493.85,239.8,143.85,629.85,141.05,182.35,389.6,163.65,27.5,369.3,6809.25,606.75,122.2,183.15,1912.15,1347.6,70.05,366.45,185.7,130.1,576.25,1315.0,1679.35,1188.85,900.9,24.3,38.9,504.0,20.6,51.85,92.65,147.9,91.45,362.15,34.8,33.05,2519.15,16825.65,34.9,1349.05,285.85,431.85,72.15,91.9,3085.05,215.8,202.4,2339.55,385.6,161.15,1301.95,21923.95,1142.25,254.35,5118.2,157.3,622.0,1564.7,1469.7,479.0,919.45,766.2,103.0,188.85,262.6,262.8,81.4,6012.4,10707.7,29.5,404.8,205.6,115.4,248.05,451.3,18.6,102.25,456.3,245.0,45.05,1382.4,280.45,125.5,725.35,1996.4,152.3,767.35,919.45,774.05,831.85,373.4,22.4,1498.35,5137.05,8075.4,3781.8,75.25,150.5,268.2,1347.15,439.2,52.25,187.35,23435.5,903.35,876.05,1370.15,296.35,987.95,1063.55,346.5,626.95,54.45,85.8,229.45,39.15,217.65,146.15,678.1,455.5,271.2,166.65,508.45,424.8,1612.7,1596.35,491.15,266.2,192.05,1399.65,281.3,329.9,,132.45,827.95,565.25,816.1,403.0,5758.05,28.9,477.8,376.4,11602.55,324.5,102.15,1011.6,2656.85,513.25,1486.55,870.55,61.85,146.35,55.25,29.55,486.55,2331.85,838.85,114.35,854.75,787.45,1052.55,1140.55,1288.45,2729.35,303.1,751.45,7.45,71.8,745.55,11.75,332.4,425.35,487.05,247.25,33.05,4899.75,24.7,1023.4,554.8,171.85,2004.45,302.15,3471.0,2065.3,26.8,3437.9,860.7,295.25,742.4,107.5,1549.5,1103.45,8.7,758.55,4795.75,101.45,67.7,369.4,2094.1,344.15,291.9,14.55,192.65,196.7,1824.3,714.5
2020-11-14,20495.9,986.15,968.9,1668.05,1768.0,3312.15,852.3,716.3,1101.3,1485.7,15595.55,371.25,1008.6,366.1,244.7,340.35,80.85,157.85,330.4,218.85,2959.0,1548.9,2000.75,95.15,986.2,2705.6,3388.9,25.4,824.25,2318.6,259.0,351.8,2284.65,164.65,242.25,91.3,69.0,2184.6,159.1,4426.55,1290.15,6374.55,852.15,491.55,2374.15,613.15,1518.4,618.65,523.65,3041.9,181.85,541.2,4374.8,7335.55,2707.1,949.6,1581.95,101.9,150.8,343.55,46.65,40.9,11.3,1355.4,5206.7,651.9,309.4,96.6,484.15,28.3,412.85,8788.0,481.5,434.35,764.25,181.9,169.2,4163.05,682.15,1257.25,11849.6,204.0,3527.35,245.8,586.3,1977.25,258.95,429.25,480.2,92.05,485.25,251.4,296.75,115.95,1130.25,11.6,498.7,195.3,312.25,3107.25,143.15,183.65,431.55,312.3,745.75,187.55,127.1,339.45,2318.95,1512.25,1310.9,412.7,748.25,693.4,299.6,478.65,426.85,90.45,339.35,184.6,517.15,954.55,822.5,135.8,214.8,709.95,356.15,10.65,137.15,3444.95,10302.05,2192.2,4872.05,288.05,82.35,258.2,55.0,2540.55,121.5,382.2,1048.15,71.2,51.65,506.1,1396.35,169.4,335.3,56.6,2571.85,276.4,614.7,74.15,143.45,7.1,67.95,93.5,262.0,170.05,3426.0,24.35,1840.85,193.0,2071.1,126.85,5636.7,1442.1,485.45,875.75,501.45,685.7,389.95,1002.85,379.7,181.4,838.6,239.85,73.6,549.7,314.2,113.7,539.6,309.15,196.7,91.0,64.25,190.3,694.95,708.0,830.5,2451.65,1369.7,636.1,16.95,324.55,835.15,827.0,193.35,65.5,3115.7,46.7,209.3,776.25,34.6,219.5,2187.7,228.7,29705.4,32.2,2311.25,285.3,486.9,1295.9,433.55,451.55,37.35,33.7,31.55,795.5,93.8,973.35,681.15,111.3,82.4,188.6,123.45,126.85,184.6,63.25,4979.75,62.5,206.75,111.8,86.65,9.45,1398.65,153.8,257.3,435.25,181.35,770.45,3884.4,1133.45,588.65,273.3,256.85,1614.95,2095.0,968.05,1896.35,338.8,91.3,77.4,76.6,63.95,341.95,72.8,47.9,64.95,116.95,61.75,216.4,2186.65,2475.7,622.45,136.15,832.75,351.55,256.65,104.65,257.3,514.35,607.0,279.0,521.4,37.2,510.55,340.65,1770.55,70.05,1717.25,315.25,218.45,4295.5,3037.85,1059.2,289.65,30.6,868.3,906.25,1525.9,997.55,17.25,126.25,71926.0,863.2,3560.9,241.5,143.65,631.35,142.4,185.6,397.65,163.5,27.95,370.7,6852.25,613.2,122.25,188.25,1936.35,1346.05,71.25,366.65,187.6,130.0,582.55,1326.1,1683.6,1187.7,905.15,24.4,38.9,510.15,20.85,50.05,94.0,146.8,90.9,360.75,35.2,34.55,2521.1,16838.15,34.6,1346.75,288.2,446.4,72.65,92.65,3107.6,215.3,202.55,2346.75,389.9,164.4,1297.9,21849.35,1165.6,254.25,5137.85,157.35,612.55,1580.95,1455.5,485.45,932.45,775.35,102.5,188.0,264.35,266.25,82.9,6055.0,10851.75,29.6,407.75,207.25,114.3,248.3,464.4,18.8,102.1,460.7,249.0,46.15,1454.9,286.35,127.45,738.9,2002.3,153.55,777.5,933.6,789.55,840.45,390.75,22.65,1517.1,5135.35,8157.4,3857.8,75.8,152.65,273.5,1356.55,439.4,52.7,188.55,23363.25,906.05,872.3,1369.25,298.95,1003.45,1073.05,347.55,628.2,55.35,86.55,229.65,39.65,219.35,146.85,694.0,454.15,276.0,168.0,514.0,426.6,1636.1,1592.9,489.5,266.95,193.0,1402.6,281.7,330.0,,135.5,838.1,571.05,829.05,406.05,5819.15,28.95,478.85,395.2,11824.25,324.35,103.3,1019.8,2670.35,516.15,1504.05,878.35,64.0,148.85,55.95,30.05,492.2,2357.65,840.15,114.1,852.15,790.9,1065.65,1149.7,1286.8,2728.05,304.75,753.8,7.5,71.6,741.65,11.85,333.85,429.25,492.2,245.55,33.6,4908.2,24.9,1026.2,555.8,173.55,2009.15,306.9,3513.35,2074.9,27.0,3096.0,863.7,297.25,739.85,108.05,1548.7,1137.1,9.1,759.7,4809.15,102.15,67.75,373.0,2099.55,345.45,293.2,14.55,193.1,193.6,1866.95,719.05
2020-11-17,21195.45,982.85,1008.95,1694.8,1741.7,3309.5,891.85,682.5,1128.15,1470.7,15280.15,394.3,1058.45,379.65,292.3,368.65,81.65,157.85,322.05,227.3,3000.2,1552.15,2033.25,92.7,962.35,2677.8,3308.45,24.15,832.9,2282.55,268.05,349.5,2307.35,173.05,240.95,91.75,71.3,2187.65,164.65,4358.6,1476.8,6457.95,855.6,487.0,2432.15,628.8,1510.5,620.2,532.7,3045.15,180.25,561.15,4488.0,7365.35,2712.95,947.85,1613.1,100.75,153.2,352.65,47.55,40.9,11.25,1376.65,5088.95,647.1,306.9,96.15,495.0,28.25,394.65,8733.4,484.55,428.15,764.7,183.4,167.3,4224.1,695.65,1278.75,11621.15,218.6,3509.8,247.5,582.5,2022.6,251.95,429.85,484.8,92.45,471.6,248.2,312.05,116.0,1130.55,11.7,506.2,202.1,315.05,3097.35,155.55,186.2,446.5,322.5,742.55,188.1,128.7,339.15,2303.9,1533.45,1360.3,409.05,789.55,719.75,294.3,493.0,428.75,90.9,339.95,188.35,511.65,982.0,803.15,132.55,207.25,704.15,361.7,10.45,144.85,3427.0,10097.25,2145.15,4784.15,300.15,88.4,261.5,57.75,2541.7,117.9,382.5,1026.55,70.65,51.95,527.95,1422.3,170.35,324.8,58.05,2596.85,276.8,610.75,75.9,141.85,7.2,68.35,93.55,275.1,166.9,3528.2,24.35,1945.6,192.25,2110.6,126.05,5878.05,1444.05,487.2,875.25,504.85,679.05,395.2,1033.4,386.35,180.1,842.9,248.5,73.75,554.35,316.7,113.7,528.25,311.0,190.9,90.75,63.85,191.1,709.85,703.65,815.0,2504.9,1408.45,670.05,16.9,324.8,857.9,844.7,205.95,63.95,3031.3,45.15,213.55,779.6,36.7,217.7,2177.6,224.15,29910.15,33.45,2349.0,286.1,486.4,1329.2,448.95,456.45,37.4,33.6,33.2,774.85,112.55,994.95,674.15,113.4,81.7,187.35,123.2,134.2,180.55,60.1,4859.5,64.4,208.25,120.15,84.95,9.4,1380.3,154.6,257.3,439.0,185.5,784.15,3925.25,1123.7,590.4,269.0,258.3,1643.7,2102.35,956.0,1912.1,355.25,90.7,79.8,78.15,61.7,340.95,73.6,49.65,65.65,121.05,63.0,228.85,2180.7,2520.65,639.45,134.25,795.1,356.1,260.7,107.6,252.15,525.8,616.15,296.95,535.55,37.3,514.0,336.85,1796.65,70.5,1698.95,314.7,216.9,4177.3,2997.95,1080.9,279.45,31.8,924.4,887.6,1504.55,1073.6,18.55,126.35,74095.45,869.9,3744.15,243.85,145.5,637.25,151.5,185.4,397.5,163.35,28.1,379.05,6981.45,613.25,121.7,183.9,2027.5,1342.1,70.15,366.95,191.3,130.6,623.95,1314.15,1655.45,1166.9,911.4,24.85,39.75,510.4,20.55,49.95,96.05,142.9,88.7,364.05,36.7,33.85,2597.6,16982.85,33.85,1342.7,289.2,451.15,71.3,93.05,3068.65,216.15,209.75,2379.4,389.55,162.8,1301.5,22640.5,1168.3,259.35,4950.35,155.6,633.1,1561.9,1411.0,483.85,928.1,760.0,104.0,186.8,260.2,267.65,83.6,5963.5,10618.7,29.85,407.05,212.3,115.5,246.5,453.45,18.9,104.25,465.5,246.95,45.7,1546.25,294.7,129.65,748.65,1993.25,149.45,799.1,940.95,782.95,863.15,384.1,22.6,1576.05,5062.0,8067.25,3795.7,85.8,151.9,275.6,1355.75,429.4,52.95,188.2,23989.75,934.75,861.0,1407.6,306.7,980.7,1056.4,345.4,744.85,59.15,87.85,240.2,40.3,216.0,145.1,676.95,453.05,277.45,166.75,518.4,416.25,1672.95,1625.5,498.2,267.35,188.5,1440.15,281.15,330.8,,133.45,838.65,577.1,819.3,409.75,5827.8,28.5,475.3,414.95,11425.65,322.1,102.65,999.6,2666.05,518.3,1515.95,900.1,69.1,158.0,57.65,31.9,522.7,2408.5,845.25,117.3,864.45,796.95,1034.85,1126.0,1301.95,2656.2,307.0,743.75,7.5,74.65,740.1,11.85,336.3,429.65,489.95,245.8,34.65,4909.05,24.9,1038.75,560.25,172.8,1988.1,325.35,3568.35,2104.45,26.6,3096.2,861.0,301.0,743.95,107.35,1555.0,1125.6,9.3,774.7,5399.6,107.0,69.1,381.7,2100.7,348.7,303.35,14.65,189.55,196.75,1821.85,716.4
